54,3055,13128,4911,4358,5438,4676,18600,12278,12734,23910
55,18819,13264,16556,17866,15697,18654,5822,20198,21952,17435
56,12366,810,3239,17259,6308,8852,17674,8366,20760,17704
57,20552,16687,154,4521,9586,3953,1843,1973,53,15230
58,1203,1962,13196,20695,10831,17160,19616,1876,7921,11035
59,16756,5964,23431,2613,7442,6784,4901,23273,19744,11954
60,16704,4867,22084,13578,8244,12859,20093,13026,10307,14156
61,9491,1225,17687,10999,5906,23440,6628,12104,20868,326
62,9704,13867,10332,2342,1739,13677,2747,23013,9617,3942
63,22781,15226,16956,21418,24141,9540,19452,5994,10507,14043
64,6564,16569,7084,20562,1314,3737,7561,14160,2328,7455
65,19386,23815,24178,11556,10348,17463,12811,5058,10761,20208
66,22590,15241,12198,8484,23827,2263,5477,16205,8307,10691
67,6081,6914,15694,6525,14134,23270,7701,1272,8880,24278
68,14052,1763,1530,9450,16925,22456,20000,11989,2346,4362
69,23437,7585,19889,10667,2698,1967,417,5910,901,14074
70,609,7038,2045,16246,21955,1332,8026,3693,15932,3767
71,510,15734,8819,1527,9151,21566,3560,23685,21040,16619
72,19488,17636,20685,19807,7517,14911,1319,19459,3034,9951
73,706,6474,17782,1907,22212,1234,23617,12743,10175,18883
74,13050,20077,21973,6314,9213,15091,4724,3410,18189,762
75,10561,7794,18169,11731,23804,21667,8122,12088,300,18109
76,2839,23913,21268,11102,16774,9800,6164,9642,4063,4006
77,6629,10222,18924,7539,23931,23183,19174,17314,8206,24049
78,9783,15871,18123,10474,9979,12951,9094,19208,20426,14201
79,13126,22439,20554,20542,16170,22222,18524,15331,16601,24134
80,24140,7450,8908,21697,10095,19497,22831,8929,22258,9142
81,14725,8780,15862,4188,13639,15888,6799,3322,10588,7028
82,1886,14266,12572,1208,23138,3678,18500,9699,18170,4521
83,2889,6258,11193,14423,21886,3979,15913,1624,21299,6345
84,20966,1526,19611,11380,22735,305,16489,13941,209,2334
85,2471,14906,23328,11608,10034,20344,17457,22449,4536,9154
86,20154,16393,8955,11551,10496,2528,7821,12857,12578,10763
87,7590,21476,7635,5562,21495,5031,6014,4767,502,5130
88,9801,22343,15052,10552,22433,11294,19968,19614,14870,21512
89,6754,9508,21358,19466,13474,4351,13296,8560,18618,20885
90,18925,17156,9984,217,9886,14347,14808,3560,12668,10692
91,7328,16511,8350,1762,16502,22497,7102,2914,519,8935
92,7606,6678,6825,11353,9474,14433,8083,18596,3107,11270
93,20258,12611,124,20523,13764,11537,4480,7524,18537,8636
94,17477,20635,4585,11919,6453,23294,2580,22623,17245,4548
95,20104,21465,21740,21762,19036,22881,21967,11089,21571,140
96,15153,3148,1667,19960,18583,1024,16776,1649,11076,13704
97,7425,21884,7959,11717,15494,20773,19278,8730,5286,7677
98,23082,867,1115,7865,16737,12954,16212,13982,14374,3317
99,3138,1452,24120,10217,13248,17228,18429,4512,14053,19339
100,812,21686,7305,7108,8064,2381,6558,5489,2136,3393
101,6874,4938,10599,19733,16101,21929,6582,12056,1832,1268
102,22122,21323,15729,8839,131,7845,2416,24139,17281,14492
103,19940,15037,15969,13816,13173,7675,901,19889,22227,12186
104,8564,23216,16917,13946,24030,1759,22629,21542,14603,15343
105,7306,21985,9949,1065,10579,10176,17555,13192,8920,1777
106,932,6860,4321,5778,6975,22085,1277,4433,21814,16339
107,19539,20802,9421,3235,9044,13058,16462,20504,6264,19404
108,7977,19446,8800,2992,21433,2743,5062,22010,7203,11314
109,15366,7024,20740,18236,4484,7621,1657,473,2744,10144
110,1207,11852,23975,8315,21845,5358,6208,4347,16680,22161
111,10544,7483,16503,14204,6316,8647,18913,16626,16291,10796
112,10015,21681,22398,15799,3188,7018,3568,24274,5499,10435
113,13482,8190,13704,13003,20219,579,23515,16776,9877,13311
114,14659,1831,19892,10662,24212,2206,5312,20456,1521,9939
115,8796,20213,6011,18000,2008,22463,10587,21923,22137,19871
116,8323,10852,14020,593,14301,20247,20649,16887,5263,3994
117,21086,12756,4978,19415,11033,11783,8715,3153,4559,774
118,14894,18747,9179,8351,318,7955,1671,5985,24146,11621
119,21513,14803,6440,6553,654,7609,18046,21261,11468,4216
120,23566,20207,12435,2927,24084,22218,18985,21673,2913,11906
121,6750,22280,2033,1981,5958,5698,14393,10858,1359,8689
122,2789,21750,4631,11634,15105,2689,11068,9147,22972,4796
123,11617,8898,9948,3424,5478,8029,4393,22972,6861,3826
124,7524,3332,93,18537,11537,22729,13764,12913,20523,12611
125,19767,8111,15475,9836,22321,4168,3770,19563,2191,20321
126,17621,15812,11590,5916,12477,22720,16055,12304,11455,16350
127,9567,1592,662,16405,2696,23865,12299,7527,16741,803
128,8521,21713,4314,2459,9729,9429,14693,20789,22179,6356
129,4018,10270,9019,13101,12635,21638,1280,14364,3066,1126
130,20293,12577,6929,22242,13968,22449,1989,4184,16054,1610
131,22122,15729,21323,102,5081,23653,2937,8839,5285,24139
132,21680,14401,10519,16968,18695,670,20710,13210,13532,13871
133,6681,11927,16003,23773,3258,8300,16518,8580,6543,18620
134,13454,16802,21044,17127,12702,8747,5446,10314,6417,24152
135,16019,3045,7018,22398,5658,20800,2940,20400,10813,11141
136,21262,20253,13703,24219,3256,12620,18678,4884,23236,17813
137,1287,10514,13069,18681,3214,18513,19741,10411,3645,19353
138,8686,19033,10870,13082,20818,12251,14934,16236,1958,10013
139,12214,1689,346,23172,1644,7683,1084,11534,7461,23633
140,18708,16800,16921,21571,12871,21762,21740,13040,670,8336
141,17735,307,10536,23689,6004,21652,19393,9553,21839,19043
142,4966,23285,14128,8619,6935,14454,15553,23465,14088,12791
143,1787,7040,22341,8440,15070,19639,21641,23528,7799,5866
144,22307,10202,2498,20430,9040,5918,4765,7125,18735,5048
145,6901,4920,11507,20124,12436,13118,14279,3280,11367,22250
146,13406,4102,8902,21229,6889,24160,7633,21825,21020,12414
147,13793,16153,17773,15926,14608,7200,18725,3419,13670,5732
148,1397,15513,7169,12378,18508,14492,7885,13361,11304,16912
149,22510,12665,17594,5944,2925,18491,10283,11504,15595,16304
150,22672,12030,13028,4036,17715,12480,9943,2260,13410,1163
151,24038,12341,16042,8650,18171,9065,5355,8364,13383,2051
152,8575,22989,4227,18938,4147,16728,661,20848,17365,19746
153,16829,17196,4641,2055,13883,5863,1251,11061,18197,5379
154,20552,16687,4521,57,12513,13880,13466,8471,1843,15606
155,13942,3973,14506,17235,12562,8264,23946,7700,17948,15156
156,18969,10158,8061,9355,19792,15727,11795,12497,8431,23132
157,21358,21142,13296,14816,6754,8909,1400,17259,6308,89
158,19504,23254,21324,22112,13104,14905,12502,7761,3086,8913
159,9325,12441,9610,11727,5642,12459,11177,2309,10327,4126
160,17109,10236,16759,10502,6974,11066,21392,4164,21374,5100
161,774,19415,18074,4559,20437,14458,11033,20862,19229,11783
162,17192,5553,3990,9808,2061,5321,13113,4369,10865,52
163,21584,2323,12852,18180,6606,6677,8733,19738,22035,16097
164,9855,6295,23740,19385,4956,7635,11967,6469,17372,10657
165,18275,10069,15237,14542,8721,6025,18742,14655,11224,7342
166,21381,19578,13174,13681,22879,12338,22864,3765,13695,2710
167,2294,8455,10970,23989,4813,9600,9360,16586,11757,11896
168,7225,14910,21689,11363,12858,580,4408,23159,6487,20930
169,24197,16785,15532,1565,6923,11175,10191,13138,474,3506
170,10020,7193,12204,8995,7302,22094,8474,16052,14612,9106
171,6239,15762,11113,7281,10105,7874,20870,12087,12969,13441
172,1974,4034,16680,15082,15813,2894,14452,1919,11819,9082
173,11599,12964,13325,3515,21253,7627,16443,6812,8609,5205
174,18305,22754,12154,3814,17110,9017,3108,10333,21459,8050
175,11097,437,19127,21869,10213,4625,8005,7979,8234,18794
176,5222,15201,2676,15713,17820,13389,4761,9927,21792,5630
177,17586,11806,13610,11616,14661,22074,17575,12157,17680,10533
178,23747,10294,20085,8643,11312,1661,6137,7471,19936,23015
179,3242,13437,13146,12933,11360,19914,2356,21474,3072,20673
180,12687,22243,8868,14213,16324,7899,12054,16486,3801,17989
181,22088,6230,7897,4873,1742,8719,16337,648,12683,3475
182,4254,2037,13348,11683,8738,10405,20730,9332,14525,5207
183,12046,7261,3545,15554,5660,2542,12238,2738,13722,22502
184,8987,23771,23546,21326,14072,14406,6317,7036,6183,21866
185,16792,6993,3080,16662,6371,8391,3562,779,10726,10756
186,7997,18999,12489,14010,1394,20923,18529,6926,9287,20254
187,24146,5237,3461,20973,3482,16809,5985,8767,12585,24000
188,19936,16807,14284,11351,6137,8296,3277,11192,1800,1226
189,11087,14792,7137,15912,19069,18584,12676,19223,15257,19477
190,16639,14160,17278,18481,11202,5771,3737,1638,18059,8616
191,5251,2119,13434,10492,731,1479,5235,10171,12910,17490
192,8020,24210,18360,9557,10781,10526,7993,11289,13949,10177
193,7044,23544,1327,8315,1207,11412,17364,8340,11162,3274
194,17421,20454,19245,9596,11606,20340,23611,10679,3978,13784
195,17025,22614,13449,4174,1792,23176,6623,7713,10922,20614
196,14389,7688,7610,22894,1275,6820,11057,10871,21920,16640
197,9881,14142,23056,18167,296,4508,13115,22214,5505,24133
198,6602,23037,10116,20709,22707,17522,23445,5569,22241,18393
199,4294,14543,14777,6855,14164,13830,23382,16035,11407,21098
200,14232,3787,5729,22704,18721,14663,3149,17723,22790,23215
201,13362,1260,581,21726,13969,14328,2000,9471,15773,8716
202,19839,24013,15761,12208,2771,2253,17654,21692,10909,7735
203,19831,7255,5301,6354,1415,18140,2818,23246,24002,2296
204,15079,11982,16703,19464,3158,23850,880,17815,4336,12563
205,3464,16301,1003,13905,6393,20389,8139,14489,1265,9539
206,8775,8100,5003,19443,20766,22252,5639,14153,9094,24206
207,8145,13977,5144,3612,13215,14588,8054,16243,6633,9603
208,17769,9835,23383,13366,15390,13635,19319,6720,20481,453
209,13448,10267,8818,15325,20966,11380,2840,21531,19611,1526
210,3709,20925,2921,5793,5417,23897,17905,3287,13356,20425
211,23791,11890,15433,22436,12209,4389,19250,5638,14074,20970
212,21155,2025,17818,21805,17489,1819,22049,11432,20525,3913
213,13621,11174,14151,18892,6171,6705,21410,15705,17935,5057
214,14784,8937,14132,18306,13567,8523,13103,5662,2046,22411
215,18659,3159,20665,14734,19984,6645,8687,22324,576,20736
216,16068,12330,284,4794,11679,765,8257,10268,8456,10142
217,9886,14347,10692,5260,7866,90,18925,17156,2419,14808
218,9971,14801,3532,24216,13304,12498,20043,15748,18212,12890
219,14863,11405,14013,8018,9321,3411,9134,19328,16056,12738
220,5716,11083,13685,2094,17416,19363,21919,9873,8927,12254
221,889,7825,910,8248,7595,23300,1038,17326,7545,1815
222,15373,7484,14187,6845,6168,19726,5705,3534,8217,2157
223,6246,6122,19520,22859,7010,1933,13687,8399,9697,19561
224,8597,1160,3549,16130,16573,3714,7588,6922,2945,6278
225,11631,13129,22056,3308,23226,1741,19461,21084,7533,8716
226,12556,5236,5675,3463,17432,6013,14726,19158,17250,2345
227,5877,592,391,17871,23323,12861,14380,11573,20333,15351
228,17968,4136,22509,17013,2230,20869,3267,22835,20593,6850
229,18982,2690,2456,20080,15175,13865,17152,17349,1870,6572
230,22310,10827,18176,16739,14216,12442,2536,651,16585,15255
231,9099,18779,16926,17536,23796,7801,8176,9290,2999,19895
232,8224,23524,17087,3925,16429,11416,8261,3814,2551,4221
233,19909,3906,2341,2558,20621,13893,15455,19499,1754,8155
234,17351,18710,12340,11637,8822,10366,13323,17448,19038,18848
235,23647,3466,14724,818,18495,16108,22323,21063,23476,11227
236,23736,20816,21174,1944,22042,2563,7951,3273,3329,5570
237,6508,13808,842,23141,19790,15535,12771,18738,9178,3808
238,18346,9627,11215,14716,10012,21200,19700,13505,980,11331
239,7936,377,15725,8674,19771,871,8206,4593,15741,2260
240,16408,5895,10166,8849,2301,364,6674,21006,16082,2121
241,19303,7352,18370,5955,16452,19599,1106,8841,11771,19363
242,18802,20629,1579,22587,23268,23902,2028,9851,1690,455
243,13305,8446,21122,5303,22508,5124,10564,13083,1546,18292
244,16307,19678,19803,19779,19658,15335,14167,8390,5770,4806
245,16847,3124,4244,19925,5621,5085,9456,23076,8050,20807
246,20442,5280,4369,10826,6096,1252,3990,19838,5553,5420
247,4927,9574,21408,16387,5169,22737,20041,6841,4934,14702
248,19555,6885,2235,20957,22581,3798,21069,23844,22087,23279
249,12782,14059,11837,17660,15814,1627,22596,7939,5967,9445
250,21253,12964,2707,3515,3745,16633,8771,3890,23337,7627
251,12847,6272,18285,14486,23267,14101,11121,3588,21510,6199
252,753,1037,7731,21810,9956,13053,5845,18518,2166,6179
253,20118,977,6543,1650,23757,6746,15748,21649,8580,16003
254,22282,8706,23314,21780,16876,17324,20165,1875,11942,9169
255,15872,19821,17269,14109,13114,18525,10431,4000,14840,15071
256,6030,21638,1499,41,2578,16065,23929,19689,11528,4721
257,3389,3774,19576,13091,12052,21553,6252,447,20864,4781
258,7926,1164,19262,13179,2705,19034,3457,1686,4155,15339
259,8998,8271,10183,22643,19643,6328,12684,12465,23305,436
260,16997,9360,19434,11122,9600,11757,2225,23989,7271,11896
261,2621,8652,1894,5811,1796,22773,16554,14516,11159,8570
262,7239,13876,20368,2380,6544,24238,10171,2672,23954,16852
263,1174,13201,20746,15737,12090,12052,15228,11004,22589,7783
264,3454,12023,16843,5596,19403,15739,22538,16733,14974,19147
265,19528,19660,9450,11692,23028,23130,3370,22456,16396,20502
266,2343,10392,16937,18558,9093,22850,2683,17875,14859,11785
267,15924,16951,9307,1797,5806,1504,12324,12263,5069,18954
268,14552,19352,14267,10789,2207,15783,22802,7954,16816,7796
269,10707,10812,642,10834,9609,3020,21563,18422,5196,4862
270,16112,20698,15570,24078,13262,1067,17718,2615,23739,16539
271,4019,16884,6712,23869,2548,21260,15317,7913,18148,10354
272,14689,8037,20806,4881,15686,23856,10350,3282,13961,787
273,7270,19740,18170,9699,23,18098,10611,7557,4801,10385
274,11623,13393,8789,6454,10517,440,20569,15956,18807,24224
275,3980,4864,4910,18587,4193,19820,11751,3958,18336,15371
276,18250,24248,23259,21588,15514,5474,21036,16663,2901,9084
277,837,11059,5665,13405,457,15081,12173,24177,16171,8212
278,9030,23070,23711,1081,13061,11925,5019,1972,12190,4797
279,14343,19517,20987,14073,2015,1446,6008,11790,2726,12658
280,22780,14269,12099,3882,17781,18964,13073,4081,8448,18303
281,16607,14723,11793,17872,10054,13771,4877,4811,6997,12966
282,21723,20443,10701,3948,17005,16887,18801,4494,775,7276
283,6015,22186,3853,4492,4217,3010,16964,17307,2127,18116
284,765,16068,216,4794,11753,10268,12330,10142,8257,8456
285,21887,16482,1713,19669,22046,2484,22295,2353,17157,8907
286,13745,9993,1028,16165,2050,13247,16777,12569,14877,483
287,1760,9128,5762,13242,23193,3614,9823,9058,532,17549
288,15583,2993,21608,15034,17571,14842,3330,19819,19865,8918
289,12221,11705,2118,18696,19436,6052,9776,12013,20407,17842
290,13899,21102,10752,14440,5528,23767,2160,3782,3271,8210
291,22649,6237,5786,4463,23255,20781,19157,5980,15157,14643
292,22215,404,7693,4814,14355,1584,11589,11872,17857,4004
293,5063,21833,10841,11067,21927,13553,19749,17474,21439,19451
294,5777,23436,19186,2404,18923,13691,8578,19004,18272,8705
295,989,15460,1200,11046,20267,3517,2483,15012,11508,18630
296,10503,7079,18167,9258,5322,197,22083,8783,22214,21838
297,14908,3057,19633,9877,17227,22045,23499,23515,14173,13444
298,15307,1071,19215,7138,5371,3947,1847,3320,9196,9648
299,19956,20425,5417,11987,15548,21048,17905,14901,23897,1440
300,21667,12088,11731,3594,11704,23898,17741,12000,75,7683
301,7534,626,16239,12974,20741,22661,5391,19648,16534,922
302,14509,11223,5858,5005,22838,4315,10997,16557,5341,15169
303,14122,21818,21811,18063,14846,6820,21920,21690,11057,23189
304,17073,1060,372,12523,9973,19734,22824,22497,13597,1593
305,2334,13941,20887,13736,22735,13495,84,14959,2606,10527
306,20259,8841,20667,10526,2633,2138,4712,24210,7017,7352
307,12516,141,9553,23689,10536,19043,16123,15597,808,10280
308,19525,2407,22302,15659,8695,17302,20169,18062,4604,19362
309,8701,15379,20615,11422,18717,20318,9729,8341,23821,18995
310,5298,2468,1734,16864,1877,21694,6195,21643,19801,13538
311,14298,9374,22295,6431,2353,4841,10600,5444,1713,23004
312,5285,10157,20298,23653,8718,4543,2201,5643,7845,7607
313,13490,8510,17382,12838,5434,22180,19001,13629,8891,3354
314,16229,12565,16892,20177,18180,21700,11826,19595,6677,20967
315,15233,15615,16424,1191,17733,2768,18927,8073,9453,10351
316,16070,7214,14593,3263,2252,13794,8916,15478,11124,4650
317,1433,24096,9788,8903,8735,21584,5166,10244,19738,2323
318,11621,7955,14894,13844,7671,118,6597,10933,9576,18747
319,19213,14695,4893,17321,19987,5334,18187,8092,5439,1311
320,23318,15961,20713,8289,15498,5443,21151,2636,20490,4074
321,11562,8422,23261,16516,18522,13663,3022,4549,6698,22114
322,9804,18380,19608,2069,18377,1808,18089,3589,15367,20687
323,5893,10194,17218,8458,22622,19240,23598,2366,10450,18467
324,22353,4010,2300,17010,14388,22624,8614,20161,11075,3041
325,6806,1063,8337,22464,5956,23994,14195,1491,2290,17094
326,20849,12104,20339,15951,17687,21186,5906,10087,14541,20675
327,16069,14341,11572,5004,19089,7822,9796,23714,8565,5706
328,6933,8015,22807,15666,10877,20686,11453,2012,21450,14528
329,7378,5923,1945,9034,21618,20336,7022,3143,8459,16741
330,10818,16433,10749,8029,20384,13147,11332,923,19865,18219
331,5459,18893,24039,18108,23247,12256,22543,23506,4837,5210
332,22095,23429,24154,6632,5300,1219,6530,23760,16422,19825
333,1279,14271,4428,22505,18371,24131,4379,17711,3120,4601
334,20392,14936,21524,19290,16574,5825,18517,7815,8053,21557
335,13586,9243,7768,13436,709,888,2499,8318,2582,4704
336,20531,11816,21372,20064,23089,3927,20134,13111,2951,10029
337,2197,22264,16360,11383,22462,13450,21965,10982,6626,9618
338,13914,23744,2132,20284,1948,7565,18053,23636,11974,4162
339,23574,14500,12368,18466,8513,6159,20575,15287,18046,5089
340,9287,5507,21761,12489,1394,9203,13399,3201,20923,18999
341,8238,18286,22194,16546,23327,22399,9235,11565,5840,18616
342,17965,7479,4991,22073,12014,13986,24292,16155,8081,17646
343,24036,19435,16604,10286,23004,11378,5363,15853,466,4193
344,8169,8442,2578,18998,11528,8838,22260,16417,18666,1483
345,20660,9042,10488,20048,7020,5187,8058,20717,12065,12136
346,1689,23633,1644,6103,139,13598,21854,12000,5320,8703
347,4509,7083,14771,3271,23767,8132,18892,17935,9044,16082
348,8414,3254,16693,16036,20280,21506,12316,16093,19929,10672
349,8953,22287,4500,15103,11199,19615,23694,24281,3186,3005
350,19833,14772,2664,16834,3061,6603,9765,2844,7293,11389
351,4023,11955,18922,2668,7725,23214,15999,23451,22294,23019
352,21445,21223,14345,1157,7129,2857,4786,7513,15161,15005
353,1774,11271,22368,19718,7390,16919,14990,3217,18339,18014
354,2589,3183,7227,20288,20659,6473,14165,2608,10339,22677
355,2406,12622,15639,949,23783,14334,16740,7186,23623,12546
356,21492,8871,11039,11281,17936,15274,15701,24253,24222,9262
357,10577,8744,21809,5053,13255,851,5220,15103,8538,4151
358,13807,20545,5186,7984,12940,11791,11478,3998,2089,20694
359,18035,5532,9455,7582,11833,1632,16336,15298,11680,7330
360,1702,1552,4882,18460,10026,5016,3611,13357,23825,17215
361,7261,19380,14359,9695,13767,5717,183,15554,19540,19587
362,23902,9341,22587,23645,20629,18802,781,12419,1573,1579
363,14466,2505,2827,5357,1545,6179,14560,6168,9007,16326
364,21006,16082,240,10166,14440,15567,16408,16462,971,5895
365,20353,9306,6031,10206,17246,9931,17495,6600,13211,4876
366,13760,10106,5235,12910,16485,11503,1714,4928,14856,8194
367,21399,6741,2911,21418,22781,11381,12600,7967,9544,21277
368,12793,16470,2229,23369,14526,6301,27,23905,1834,18942
369,5179,22987,924,16444,8428,12392,23414,14773,22396,21177
370,13452,11300,14103,518,5090,14477,11249,17801,6364,657
371,21221,10489,16049,10237,4228,22843,11914,24088,9860,12300
372,12523,22645,17073,22824,304,3937,9973,1094,14280,2021
373,20551,2410,8877,15830,16272,14743,4345,18053,14827,12840
374,12471,21243,14947,11782,4516,12595,11192,14596,11303,11949
375,5396,12560,12241,5590,3939,6614,17225,10329,18535,6185
376,20329,3772,20056,20096,18953,13458,11705,20172,13272,11762
377,19771,7936,10674,15725,871,2260,13789,239,22609,8674
378,21382,6292,8842,22167,18636,16671,15826,19080,10699,17783
379,22036,20075,16298,7104,3304,4952,6475,6372,1391,23195
380,11803,17216,14331,13171,19265,21504,21170,686,4113,14022
381,13702,18045,5785,18744,13174,17422,2825,18651,14871,10620
382,23045,5178,9793,4569,1289,20428,5924,2931,12454,5775
383,10417,5757,603,1382,10226,5026,19118,20455,4751,21276
384,22282,1994,5008,21035,15822,8706,254,23314,10976,20891
385,16137,883,19346,19572,21207,17751,4084,5127,6977,19508
386,22659,19656,18560,10244,21089,2895,13151,16416,1264,4397
387,1848,23226,18597,11242,504,16176,10839,13129,22597,22056
388,16278,12003,16855,14251,21552,1097,23729,9039,8461,9095
389,17685,12654,2591,2023,18875,13354,23316,1874,22730,13615
390,10884,8711,18667,21803,15938,24243,16922,2243,824,17016
391,5877,15351,592,227,6318,14380,5499,23323,12861,20657
392,10272,1849,10130,12374,20788,6344,21131,18624,19428,20961
393,14818,2077,10480,9869,3946,2049,18225,6319,807,652
394,19117,3917,6327,22293,9347,4493,2324,1285,14321,13570
395,22044,21195,16716,9115,13604,14167,10708,20693,6342,9711
396,8776,19309,21914,14636,13445,16013,20444,1612,8138,11212
397,6531,4658,18946,5162,16891,4213,13666,15637,15211,10
398,5857,8092,6116,20091,17121,14841,2945,14617,9288,11099
399,17386,7911,11841,21550,13086,22553,14855,20477,11399,17343
400,689,7307,15538,1605,16327,3030,18756,17248,12192,18489
401,21579,13008,11316,5848,1556,7793,15135,8097,7650,4773
402,8093,20943,18647,5437,15881,1021,24077,17675,15332,23467
403,22569,850,7972,5657,5496,19391,2400,7928,1900,15715
404,22215,1584,292,2318,17857,13109,5626,11589,23205,7693
405,16675,6144,568,1845,17279,15952,5509,18669,22119,5910
406,6036,3895,16066,9679,3340,22057,23927,15064,8592,19599
407,15120,16192,19926,9138,15121,1943,21386,22292,16445,16375
408,9876,6756,4565,15434,12038,21716,21801,5619,19456,5753
409,16318,21215,15000,2427,6018,22681,2000,22633,555,4960
410,20305,19079,7043,15564,6755,17731,11376,16788,18568,6131
411,3566,9992,11783,5644,3898,9104,4486,19229,23557,11033
412,6947,21912,13648,9418,23834,23334,22312,8815,6710,23415
413,19575,2700,4874,12917,5640,19871,9470,8796,3485,3467
414,23043,12379,7933,5173,3411,12784,10117,19630,9134,16385
415,3734,23128,8526,16579,16882,5982,22762,2209,5480,10823
416,9016,19382,10169,11313,22845,14851,4420,16936,2821,6817
417,6478,2698,69,18543,20378,18805,19889,18992,10667,9163
418,14076,3578,9451,1716,1436,7787,16750,18609,14905,21264
419,2263,17069,15241,8307,22590,21257,16205,23005,6233,17114
420,16549,739,23881,23181,1738,13378,2958,17779,8174,23484
421,13795,4838,17371,825,8933,11916,8128,2975,712,6105
422,3081,14369,23604,6921,13972,1948,8512,4599,21392,21502
423,8621,12970,16630,1473,17774,8151,12778,11691,21555,2031
424,23202,9289,13745,14484,16151,1197,16165,5961,10702,22975
425,21774,14470,6537,12514,7968,9543,15440,14673,22640,21246
426,21800,6082,21316,21626,2483,10803,11310,18833,10371,10200
427,21847,15004,15949,2831,10500,19915,20780,16492,1487,14753
428,3041,4699,14388,15425,11022,17408,16844,324,17010,13650
429,11100,4234,1820,7940,1835,4442,15011,22717,13002,6067
430,23625,1437,9182,9670,19254,23321,2106,19795,13711,19988
431,23379,10090,2893,785,21749,9096,15591,15991,23374,7064
432,15058,3227,7227,2589,1916,9454,20616,20239,9765,22276
433,11357,10487,18741,3934,23522,12479,4775,5724,20112,8943
434,15657,8504,22336,4887,16497,5530,16649,3912,20289,17256
435,17017,5470,16066,24273,1385,3340,23927,9573,8387,6036
436,8740,12684,4292,6044,19643,887,17958,12465,4044,14981
437,4625,18794,175,17418,9174,7979,13072,18163,19127,8005
438,2274,10243,21521,14581,18028,11523,17809,3490,9469,6697
439,22121,4235,3269,16373,15173,17220,849,1767,16157,14554
440,20569,8542,10586,1913,2837,274,12518,5928,15048,24224
441,16525,17740,9821,15341,8475,16885,23390,12879,7448,2074
